x,y,z_reported,z_down,z_up,bias,down_spread,up_spread,reps,freq
90.000,45.000,0.077990,0.063187,0.092793,0.029606,0.006945,0.006056,5,72.10,verify00339.csv
90.000,45.000,0.081203,0.065431,0.096974,0.031544,0.008997,0.008180,5,72.10,verify00340.csv
60.000,20.000,0.058796,0.044329,0.073262,0.028933,0.013802,0.010003,5,72.10,verify00341.csv
60.661,19.550,0.025041,0.006514,0.043568,0.037054,0.023994,0.015655,5,72.10,verify00344.csv
60.799,19.957,0.024803,0.009843,0.039762,0.029919,0.025203,0.022135,5,72.10,verify00347.csv
60.000,20.000,0.045465,0.035566,0.055363,0.019798,0.018732,0.010362,5,72.10,verify00348.csv
60.000,20.000,0.081811,0.085716,0.077906,-0.007811,0.055021,0.064423,5,72.10,verify00349.csv
30.000,45.000,0.004192,-0.004690,0.013073,0.017763,0.034329,0.002664,3,72.10,verify00352.csv
30.000,45.000,0.026084,0.030044,0.022124,-0.007921,0.003120,0.006946,3,72.10,verify00353.csv
30.000,45.000,0.082904,0.102981,0.062828,-0.040152,0.184740,0.003973,3,72.10,verify00354.csv
30.000,45.000,0.129975,0.150382,0.109568,-0.040814,0.318330,0.165201,3,72.10,verify00355.csv
30.000,45.000,0.017389,0.008905,0.025874,0.016969,0.045703,0.004985,3,72.10,verify00356.csv
30.000,45.000,0.035237,0.019678,0.050796,0.031118,0.004464,0.001072,3,72.10,verify00357.csv
30.000,45.000,0.030698,0.014605,0.046791,0.032186,0.005285,0.004677,3,72.10,verify00358.csv
30.000,45.000,0.030614,0.016713,0.044515,0.027802,0.005176,0.003247,3,72.10,verify00359.csv
30.000,45.000,0.062671,0.055387,0.069955,0.014568,0.005325,0.006195,3,72.10,verify00360.csv
30.000,45.000,0.065734,0.055975,0.075494,0.019518,0.000924,0.002710,3,72.10,verify00361.csv
90.000,45.000,0.079200,0.059879,0.098521,0.038643,0.026799,0.007684,3,72.10,verify00362.csv
90.000,45.000,0.088839,0.070335,0.107344,0.037009,0.013076,0.006901,3,72.10,verify00363.csv
90.000,45.000,0.086119,0.067876,0.104361,0.036485,0.014647,0.010522,3,72.10,verify00364.csv
90.000,45.000,0.224289,0.201376,0.247202,0.045825,0.228724,0.121258,3,72.10,verify00365.csv
90.000,45.000,0.090279,0.073217,0.107341,0.034124,0.002682,0.010309,3,72.10,verify00366.csv
60.000,60.000,0.302864,0.247155,0.358573,0.111418,0.264922,0.098120,3,72.10,verify00367.csv
60.000,60.000,0.160178,0.214412,0.105944,-0.108468,0.246807,0.001039,3,72.10,verify00368.csv
60.000,60.000,0.168211,0.230342,0.106079,-0.124263,0.207498,0.018317,3,72.10,verify00369.csv
60.000,60.000,0.077254,0.057925,0.096584,0.038659,0.025744,0.006094,3,72.10,verify00370.csv
60.000,60.000,0.076806,0.053913,0.099699,0.045787,0.020803,0.002156,3,72.10,verify00371.csv
90.000,45.000,2.198413,2.191620,2.205206,0.013586,0.009478,0.024424,2,72.00,verify00372.csv
90.000,45.000,1.992564,1.979831,2.005298,0.025468,0.005209,0.003726,2,72.00,verify00373.csv
90.000,45.000,1.807492,1.841541,1.773443,-0.068098,0.006522,0.004643,2,72.00,verify00374.csv
90.000,45.000,1.864409,1.862981,1.865836,0.002855,0.015310,0.002995,2,87.70,verify00375.csv
90.000,45.000,1.966339,1.963634,1.969044,0.005410,0.003574,0.011571,2,87.70,verify00376.csv
90.000,45.000,1.077315,1.085840,1.068791,-0.017049,0.000452,0.037138,2,87.70,verify00377.csv
90.000,45.000,0.308263,0.323951,0.292576,-0.031375,0.016086,0.040375,2,98.60,verify00378.csv
90.000,45.000,0.324790,0.322133,0.327448,0.005315,0.025223,0.067540,2,98.60,verify00379.csv
90.000,45.000,0.247023,0.142777,0.351268,0.208492,0.041123,0.040943,2,98.60,verify00380.csv
60.000,60.000,0.044350,0.028806,0.059893,0.031088,0.005386,0.003579,2,73.60,verify00381.csv
60.000,60.000,0.111663,0.165537,0.057789,-0.107747,0.271567,0.005042,2,73.60,verify00382.csv
60.000,60.000,0.371945,0.373230,0.370660,-0.002569,0.009352,0.011995,2,73.60,verify00383.csv
60.000,60.000,0.680593,0.659999,0.701186,0.041187,0.075993,0.008657,2,98.60,verify00385.csv
60.000,60.000,0.200478,0.211109,0.189847,-0.021261,0.282090,0.179503,2,98.60,verify00387.csv
60.000,60.000,0.271065,0.195475,0.346656,0.151181,0.140793,0.028128,2,98.60,verify00389.csv
60.000,60.000,0.370529,0.348828,0.392230,0.043402,0.085925,0.010380,2,112.70,verify00390.csv
60.000,60.000,0.354639,0.350514,0.358765,0.008252,0.045275,0.036267,2,112.70,verify00391.csv
60.000,60.000,0.353324,0.378286,0.328362,-0.049924,0.034150,0.140396,2,112.70,verify00392.csv
60.000,60.000,0.106456,0.165495,0.047416,-0.118079,0.267371,0.005280,2,73.60,verify00393.csv
60.000,60.000,0.039377,0.034032,0.044721,0.010688,0.002395,0.002742,2,73.60,verify00394.csv
60.000,60.000,0.034486,0.007278,0.061694,0.054415,0.018381,0.007779,2,73.60,verify00395.csv
60.000,60.000,0.284074,0.254582,0.313565,0.058984,0.174452,0.026894,2,98.60,verify00396.csv
60.000,60.000,0.281052,0.273745,0.288358,0.014613,0.032337,0.042684,2,98.60,verify00397.csv
60.000,60.000,0.065097,0.061290,0.068905,0.007615,0.003996,0.000872,2,112.70,verify00399.csv
60.000,60.000,0.053801,0.040851,0.066750,0.025898,0.039323,0.003341,2,112.70,verify00400.csv
60.000,60.000,0.070074,0.067315,0.072833,0.005518,0.002677,0.000821,2,112.70,verify00401.csv
60.000,60.000,0.309066,0.315183,0.302948,-0.012235,0.032633,0.024814,2,112.70,verify00402.csv
60.000,60.000,0.281015,0.321314,0.240715,-0.080599,0.088674,0.232672,2,112.70,verify00403.csv
60.000,60.000,0.320775,0.308743,0.332806,0.024063,0.012878,0.009696,2,112.70,verify00404.csv
60.000,60.000,0.066407,0.058415,0.074398,0.015983,0.000854,0.000118,2,112.70,verify00405.csv
60.000,60.000,0.360847,0.352435,0.369259,0.016824,0.005423,0.035833,2,112.70,verify00406.csv
60.000,60.000,0.325739,0.338640,0.312837,-0.025802,0.008611,0.059167,2,112.70,verify00407.csv
60.000,60.000,0.692333,0.727433,0.657233,-0.070199,0.015928,0.048339,2,112.70,verify00408.csv
60.000,60.000,0.312560,0.313118,0.312003,-0.001115,0.019175,0.050846,2,112.70,verify00409.csv
60.000,60.000,1.504888,1.530084,1.479693,-0.050391,0.030763,0.085469,2,112.70,verify00410.csv
60.000,60.000,1.908207,1.924684,1.891731,-0.032953,0.030700,0.011159,2,112.70,verify00411.csv
90.000,45.000,0.311234,0.326302,0.296167,-0.030135,0.000120,0.007540,2,112.70,verify00412.csv
90.000,45.000,0.378834,0.379819,0.377849,-0.001970,0.024986,0.018844,2,112.70,verify00413.csv
90.000,45.000,0.393517,0.393309,0.393726,0.000416,0.010580,0.008896,2,112.70,verify00414.csv
90.000,45.000,0.291123,0.254740,0.327506,0.072766,0.050319,0.026921,2,112.70,verify00415.csv
90.000,45.000,0.257159,0.226067,0.288252,0.062184,0.222002,0.102636,2,112.70,verify00416.csv
90.000,45.000,0.375988,0.374124,0.377851,0.003727,0.006870,0.020883,2,112.70,verify00417.csv
30.000,70.000,0.090659,0.082074,0.099244,0.017170,0.005079,0.001555,2,112.70,verify00418.csv
30.000,70.000,0.050360,0.050081,0.050639,0.000558,0.000633,0.022587,2,112.70,verify00419.csv
30.000,70.000,0.265955,0.297901,0.234010,-0.063891,0.151964,0.263635,2,112.70,verify00420.csv
30.000,70.000,0.049010,0.050752,0.047268,-0.003484,0.002503,0.025603,2,112.70,verify00421.csv
30.000,70.000,0.091027,0.075849,0.106205,0.030356,0.001562,0.001481,2,112.70,verify00422.csv
30.000,70.000,0.061944,0.054285,0.069603,0.015318,0.003725,0.003168,2,112.70,verify00423.csv
60.000,45.000,0.175224,0.111387,0.239061,0.127674,0.122191,0.066445,2,112.70,verify00424.csv
60.000,45.000,0.163814,0.254939,0.072689,-0.182250,0.062786,0.001425,2,112.70,verify00425.csv
60.000,45.000,0.096326,0.048618,0.144035,0.095417,0.006621,0.149747,2,112.70,verify00426.csv
60.000,45.000,0.066607,0.055719,0.077494,0.021776,0.000899,0.000410,2,112.70,verify00427.csv
60.000,45.000,0.149385,0.234323,0.064447,-0.169877,0.166139,0.003889,2,112.70,verify00428.csv
60.000,45.000,0.197326,0.197210,0.197443,0.000232,0.310678,0.260845,2,112.70,verify00429.csv
90.000,70.000,0.105772,0.097298,0.114247,0.016950,0.002917,0.000144,2,112.70,verify00430.csv
90.000,70.000,0.107986,0.100308,0.115663,0.015355,0.000803,0.000192,2,112.70,verify00431.csv
90.000,70.000,0.127424,0.121949,0.132900,0.010951,0.001187,0.004536,2,112.70,verify00432.csv
90.000,70.000,0.137610,0.125906,0.149314,0.023408,0.000980,0.003240,2,112.70,verify00433.csv
90.000,70.000,0.135674,0.126851,0.144498,0.017647,0.000762,0.000304,2,112.70,verify00434.csv
90.000,70.000,0.136794,0.127967,0.145621,0.017654,0.000022,0.001887,2,112.70,verify00435.csv
75.000,85.000,0.128125,0.115819,0.140432,0.024613,0.000369,0.000001,2,112.70,verify00436.csv
75.000,85.000,0.127263,0.113067,0.141460,0.028393,0.000244,0.000069,2,112.70,verify00437.csv
75.000,85.000,0.125947,0.113846,0.138049,0.024203,0.000162,0.000169,2,112.70,verify00438.csv
75.000,85.000,0.127940,0.114039,0.141840,0.027801,0.000568,0.000624,2,112.70,verify00439.csv
75.000,85.000,0.126412,0.112305,0.140519,0.028214,0.001620,0.001054,2,112.70,verify00440.csv
75.000,85.000,0.124300,0.111335,0.137266,0.025931,0.001494,0.001368,2,112.70,verify00441.csv
60.000,45.000,0.250979,0.165330,0.336628,0.171299,0.009351,0.007773,2,112.70,verify00442.csv
60.000,45.000,0.138608,0.120949,0.156267,0.035318,0.076400,0.117176,2,112.70,verify00443.csv
30.000,70.000,0.099886,0.089068,0.110704,0.021636,0.003819,0.000128,2,112.70,verify00444.csv
30.000,70.000,0.089075,0.084633,0.093517,0.008884,0.001349,0.002149,2,112.70,verify00445.csv
30.000,70.000,0.086131,0.078260,0.094001,0.015740,0.009620,0.001314,2,112.70,verify00446.csv
30.000,70.000,0.075805,0.067351,0.084260,0.016909,0.001880,0.003333,2,112.70,verify00447.csv
30.000,70.000,0.072255,0.061070,0.083440,0.022370,0.000079,0.005065,2,112.70,verify00448.csv
30.000,70.000,0.092421,0.083196,0.101647,0.018450,0.003734,0.002611,2,112.70,verify00449.csv
30.000,70.000,0.090140,0.087744,0.092536,0.004793,0.000168,0.005703,2,112.70,verify00450.csv
60.000,45.000,0.086335,0.073892,0.098779,0.024887,0.000438,0.002548,2,112.70,verify00451.csv
60.000,45.000,0.087412,0.073747,0.101077,0.027330,0.005880,0.000617,2,112.70,verify00452.csv
60.000,45.000,0.088211,0.077840,0.098582,0.020742,0.008994,0.002745,2,112.70,verify00453.csv
60.000,45.000,0.079801,0.067013,0.092590,0.025577,0.003335,0.000811,2,112.70,verify00454.csv
60.000,45.000,0.083243,0.069738,0.096748,0.027010,0.006072,0.011153,2,112.70,verify00455.csv
60.000,45.000,0.100747,0.069627,0.131866,0.062239,0.007190,0.078347,2,112.70,verify00456.csv
60.000,45.000,0.081608,0.070729,0.092488,0.021759,0.001320,0.001930,2,112.70,verify00457.csv
90.000,70.000,0.135128,0.125339,0.144917,0.019579,0.001369,0.004902,2,112.70,verify00458.csv
90.000,70.000,0.171636,0.124873,0.218399,0.093526,0.002110,0.147083,2,112.70,verify00459.csv
90.000,70.000,0.136916,0.125065,0.148768,0.023703,0.003689,0.003276,2,112.70,verify00460.csv
90.000,70.000,0.185022,0.124193,0.245852,0.121659,0.000481,0.208064,2,112.70,verify00461.csv
90.000,70.000,0.137259,0.125986,0.148532,0.022546,0.000310,0.001743,2,112.70,verify00462.csv
90.000,70.000,0.150735,0.158499,0.142970,-0.015528,0.073660,0.000473,2,112.70,verify00463.csv
90.000,70.000,0.127206,0.117660,0.136751,0.019091,0.000743,0.001358,2,112.70,verify00464.csv
75.000,85.000,0.122021,0.111318,0.132724,0.021407,0.000332,0.002224,2,112.70,verify00465.csv
75.000,85.000,0.123333,0.111028,0.135639,0.024611,0.002051,0.000312,2,112.70,verify00466.csv
75.000,85.000,0.122366,0.110651,0.134081,0.023430,0.001378,0.001189,2,112.70,verify00467.csv
75.000,85.000,0.122593,0.111263,0.133923,0.022661,0.000075,0.000146,2,112.70,verify00468.csv
75.000,85.000,0.123071,0.110760,0.135383,0.024623,0.000145,0.000775,2,112.70,verify00469.csv
75.000,85.000,0.119665,0.110009,0.129322,0.019313,0.001752,0.000612,2,112.70,verify00470.csv
75.000,85.000,0.121987,0.110374,0.133600,0.023226,0.001554,0.001492,2,112.70,verify00471.csv
75.000,85.000,0.108844,0.108844,0.125031,0.016187,0.002498,0.003194,2,112.70,verify00472.csv
75.000,85.000,0.108926,0.108926,0.130324,0.021398,0.000410,0.000179,2,112.70,verify00473.csv
75.000,85.000,0.106370,0.106370,0.123237,0.016868,0.001163,0.002977,2,112.70,verify00474.csv
75.000,85.000,0.107294,0.107294,0.128377,0.021083,0.003531,0.002099,2,112.70,verify00475.csv
75.000,85.000,0.108594,0.108594,0.127968,0.019374,0.001865,0.003481,2,112.70,verify00476.csv
75.000,85.000,0.107860,0.107860,0.129468,0.021608,0.001367,0.002763,2,112.70,verify00477.csv
75.000,85.000,0.108833,0.108833,0.128190,0.019357,0.000012,0.000633,2,112.70,verify00478.csv
90.000,70.000,0.104436,0.104436,0.120860,0.016424,0.001118,0.001587,2,112.70,verify00479.csv
90.000,70.000,0.102635,0.102635,0.124910,0.022276,0.000016,0.004128,2,112.70,verify00480.csv
90.000,70.000,0.104216,0.104216,0.124744,0.020528,0.000456,0.003328,2,112.70,verify00481.csv
90.000,70.000,0.102669,0.102669,0.119176,0.016507,0.002432,0.002141,2,112.70,verify00482.csv
90.000,70.000,0.104316,0.104316,0.123040,0.018724,0.001604,0.003032,2,112.70,verify00483.csv
90.000,70.000,0.104052,0.104052,0.125493,0.021440,0.001724,0.000617,2,112.70,verify00484.csv
90.000,70.000,0.104341,0.104341,0.118510,0.014169,0.001743,0.003627,2,112.70,verify00485.csv
60.000,45.000,0.058743,0.058743,0.063039,0.004296,0.002577,0.003611,2,112.70,verify00486.csv
60.000,45.000,0.052579,0.052579,0.078887,0.026308,0.002418,0.001318,2,112.70,verify00487.csv
60.000,45.000,0.059830,0.059830,0.073699,0.013868,0.001919,0.001400,2,112.70,verify00488.csv
60.000,45.000,0.061022,0.061022,0.065964,0.004942,0.002259,0.002422,2,112.70,verify00489.csv
60.000,45.000,0.056697,0.056697,0.068151,0.011453,0.001524,0.000157,2,112.70,verify00490.csv
60.000,45.000,0.052616,0.052616,0.067387,0.014771,0.000639,0.006370,2,112.70,verify00491.csv
60.000,45.000,0.055900,0.055900,0.066703,0.010804,0.002581,0.000833,2,112.70,verify00492.csv
75.000,85.000,0.113527,0.113527,0.135706,0.022179,0.001047,0.000634,2,112.70,verify00493.csv
75.000,85.000,0.109348,0.109348,0.128577,0.019229,0.002143,0.002748,2,112.70,verify00494.csv
75.000,85.000,0.108512,0.108512,0.125463,0.016952,0.000068,0.000798,2,112.70,verify00495.csv
75.000,85.000,0.106748,0.106748,0.124543,0.017794,0.001252,0.001112,2,112.70,verify00496.csv
75.000,85.000,0.104156,0.104156,0.123044,0.018889,0.000429,0.002884,2,112.70,verify00497.csv
75.000,85.000,0.105799,0.105799,0.122609,0.016809,0.001853,0.001997,2,112.70,verify00498.csv
75.000,85.000,0.107853,0.107853,0.129542,0.021689,0.001643,0.001666,2,112.70,verify00499.csv
90.000,70.000,0.106010,0.106010,0.122106,0.016097,0.001365,0.000743,2,112.70,verify00500.csv
90.000,70.000,0.105238,0.105238,0.121235,0.015997,0.000449,0.001201,2,112.70,verify00501.csv
90.000,70.000,0.108630,0.108630,0.118957,0.010327,0.001350,0.001314,2,112.70,verify00502.csv
90.000,70.000,0.105445,0.105445,0.118791,0.013346,0.002582,0.001342,2,112.70,verify00503.csv
90.000,70.000,0.101948,0.101948,0.124280,0.022333,0.001724,0.000848,2,112.70,verify00504.csv
90.000,70.000,0.103131,0.103131,0.108957,0.005827,0.000198,0.000426,2,112.70,verify00505.csv
90.000,70.000,0.102985,0.102985,0.108542,0.005556,0.000665,0.000009,2,112.70,verify00506.csv
60.000,45.000,0.053954,0.053954,0.076086,0.022132,0.000295,0.000849,2,112.70,verify00507.csv
60.000,45.000,0.058404,0.058404,0.081631,0.023227,0.004153,0.000802,2,112.70,verify00508.csv
60.000,45.000,0.056874,0.056874,0.072501,0.015626,0.000132,0.000060,2,112.70,verify00509.csv
60.000,45.000,0.051559,0.051559,0.068808,0.017249,0.002267,0.002492,2,112.70,verify00510.csv
60.000,45.000,0.054927,0.054927,0.069756,0.014829,0.001712,0.000073,2,112.70,verify00511.csv
60.000,45.000,0.057296,0.057296,0.070450,0.013153,0.001139,0.001565,2,112.70,verify00512.csv
60.000,45.000,0.055346,0.055346,0.071316,0.015970,0.000742,0.000374,2,112.70,verify00513.csv
75.000,85.000,0.110754,0.110754,0.129012,0.018258,0.000292,0.000988,2,112.70,verify00514.csv
75.000,85.000,0.112151,0.112151,0.126087,0.013936,0.004285,0.001799,2,112.70,verify00515.csv
75.000,85.000,0.105457,0.105457,0.122087,0.016631,0.001972,0.000843,2,112.70,verify00516.csv
75.000,85.000,0.109942,0.109942,0.123406,0.013464,0.000423,0.000265,2,112.70,verify00517.csv
75.000,85.000,0.115424,0.115424,0.133006,0.017582,0.002924,0.002084,2,112.70,verify00518.csv
75.000,85.000,0.108567,0.108567,0.123260,0.014693,0.003798,0.000404,2,112.70,verify00519.csv
75.000,85.000,0.108828,0.108828,0.123879,0.015051,0.001951,0.001157,2,112.70,verify00520.csv
75.000,85.000,0.107265,0.107265,0.125777,0.018513,0.000714,0.001436,2,112.70,verify00521.csv
75.000,85.000,0.107881,0.107881,0.125154,0.017273,0.003565,0.000590,2,112.70,verify00522.csv
75.000,85.000,0.107016,0.107016,0.125806,0.018790,0.001458,0.000367,2,112.70,verify00523.csv
75.000,85.000,0.105377,0.105377,0.121736,0.016359,0.003302,0.001425,2,112.70,verify00524.csv
75.000,85.000,0.106741,0.106741,0.120140,0.013399,0.001709,0.002174,2,112.70,verify00525.csv
75.000,85.000,0.105476,0.105476,0.121792,0.016316,0.003442,0.000429,2,112.70,verify00526.csv
75.000,85.000,0.100326,0.100326,0.118566,0.018241,0.002090,0.000810,2,112.70,verify00527.csv
90.000,70.000,0.108702,0.108702,0.130676,0.021973,0.000127,0.001830,2,112.70,verify00528.csv
90.000,70.000,0.106303,0.106303,0.121394,0.015091,0.001779,0.000518,2,112.70,verify00529.csv
90.000,70.000,0.105630,0.105630,0.118941,0.013311,0.001503,0.000265,2,112.70,verify00530.csv
90.000,70.000,0.106929,0.106929,0.127944,0.021014,0.003464,0.001244,2,112.70,verify00531.csv
90.000,70.000,0.105407,0.105407,0.118006,0.012599,0.002358,0.001512,2,112.70,verify00532.csv
90.000,70.000,0.107118,0.107118,0.126015,0.018897,0.001378,0.002177,2,112.70,verify00533.csv
90.000,70.000,0.104753,0.104753,0.119295,0.014541,0.003156,0.000050,2,112.70,verify00534.csv
90.000,70.000,0.105789,0.105789,0.117614,0.011825,0.000621,0.000508,2,112.70,verify00535.csv
90.000,70.000,0.104095,0.104095,0.114123,0.010027,0.002115,0.003369,2,112.70,verify00536.csv
90.000,70.000,0.104230,0.104230,0.115912,0.011683,0.002046,0.000098,2,112.70,verify00537.csv
90.000,70.000,0.105544,0.105544,0.121974,0.016429,0.001135,0.001221,2,112.70,verify00538.csv
90.000,70.000,0.106107,0.106107,0.115557,0.009450,0.001788,0.000343,2,112.70,verify00539.csv
90.000,70.000,0.105308,0.105308,0.118210,0.012902,0.001159,0.001464,2,112.70,verify00540.csv
90.000,70.000,0.108140,0.108140,0.124140,0.016000,0.000704,0.000683,2,112.70,verify00541.csv
60.000,45.000,0.060082,0.060082,0.069922,0.009839,0.001652,0.001445,2,112.70,verify00542.csv
60.000,45.000,0.060066,0.060066,0.071480,0.011413,0.001918,0.000320,2,112.70,verify00543.csv
60.000,45.000,0.061542,0.061542,0.081318,0.019776,0.002838,0.001506,2,112.70,verify00544.csv
60.000,45.000,0.060873,0.060873,0.081091,0.020218,0.002883,0.002991,2,112.70,verify00545.csv
60.000,45.000,0.061269,0.061269,0.079128,0.017859,0.001079,0.000034,2,112.70,verify00546.csv
60.000,45.000,0.060378,0.060378,0.079777,0.019399,0.003268,0.000382,2,112.70,verify00547.csv
60.000,45.000,0.060217,0.060217,0.070595,0.010378,0.002181,0.000216,2,112.70,verify00548.csv
60.000,45.000,0.058428,0.058428,0.075225,0.016797,0.002386,0.000312,2,112.70,verify00549.csv
60.000,45.000,0.068023,0.068023,0.080820,0.012796,0.001958,0.002842,2,112.70,verify00550.csv
60.000,45.000,0.061652,0.061652,0.074139,0.012487,0.002255,0.001403,2,112.70,verify00551.csv
60.000,45.000,0.060408,0.060408,0.081860,0.021451,0.003886,0.001785,2,112.70,verify00552.csv
60.000,45.000,0.059815,0.059815,0.078430,0.018614,0.004942,0.000000,2,112.70,verify00553.csv
60.000,45.000,0.057441,0.057441,0.079104,0.021663,0.000911,0.000481,2,112.70,verify00554.csv
60.000,45.000,0.066531,0.066531,0.082082,0.015551,0.000783,0.001817,2,112.70,verify00555.csv
